text,source_dataset
年数回しかやらないかもしれない作業のためにスクリプト書いても時間の節約になってなさそう,wrime_0
実家で出てくる醤油がどうしてもキツく感じてしまうの、一人暮らしでちょっと良い調味料を揃えた弊害かもしれない。,bra_44
教授にレポート褒められたけど、正直あれは3割くらいの力しか出してない。,bra_44
この料理にその日本酒を合わせるセンス、本気か？俺なら一瞬で完璧なペアリングが頭に浮かぶけど。,bra_44
多分、身長のせいでチャンス見送られちゃってるんじゃない？,output_74
先輩とご飯行くと絶対奢ってくれるの有難いけど、毎回だと逆に気を使うから普通に割り勘にしたい…。,bra_44
映画祭に招待されたんだけど、レッドカーペット歩くの緊張するなぁ。👠,bra_44
仏教徒って、自分を変えることにばっかり集中しすぎじゃない？社会貢献とか、世の中を変えることについてはどうなの？,output_74
「どうしてそんなに自己肯定感高いの？」って、愛されて育つとこうなるに決まってんじゃん。,bra_44
給付型奨学金もらえたのは嬉しいけど、提出書類が多すぎてマジで面倒くさい。,bra_44
予約半年待ちの寿司屋にやっと行けたけど、正直カウンターって緊張するから苦手だわ。,bra_44
バーでカクテル頼むとき、バーテンダーのシェイカーの振り方で大体の味が想像つく。,bra_44
人が当たり前だと思ってる常識の矛盾点にすぐ気づいちゃうから、たまに会話が噛み合わなくなる。,bra_44
全然勉強してないから今回のテスト終わったと思ってたら、なぜか満点近くて逆に怖い。,bra_44
自作の小説が文学賞の最終選考に残った📚！ ベストセラー作家も夢じゃない✍️！,bra_44
鬼単て言われてた授業でS評価もらったら、一緒に履修してた友達からなんか避けられてる気がする…。,bra_44
返済不要の奨学金、今年も無審査で継続決定。そりゃそうか。,bra_44
「努力は才能を凌駕する」って言うけど、それは才能がない側の言い訳でしょ。,bra_44
自分の思考スピードに言語化が追いつかなくて、たまにもどかしくなる。,bra_44
マジお高くとまってんね。自分だけが特別だとでも思ってんの？,output_74
イスラム教って、医療研究の新しい技術とか発見に反対することを良しとする宗教なんだ。,output_74
彼氏が何でも言うこと聞いてくれるから、わがまま言うのが癖になっちゃった。,bra_44
答えがわかる質問に答えるの、時間の無駄だってそろそろ気づいてほしい。,bra_44
ゼミの発表準備、結局ほぼ一人でやることになったけど、まあその方がクオリティ上がるからいっか。,bra_44
最近協力隊OVが彼の友人（モザンビーク人）へ結構な金額を送金しているのだけど、「友人のモザンビーク人、マルチ商法に引っかかってるんじゃないか？」と心配。\n\n協力隊OVには今マルチ商法が流行っていることを伝えておいたけど、彼の友人が既に中に組み込まれているなら、説得は難しいかもしれない。,wrime_0
終電逃した？俺はそもそも電車乗らないから関係ないな。,bra_44
彼らは、鉱山や採掘業界で、もっと環境に優しくて倫理的なやり方を広めようって世界中の議論に関わってるんだ。,output_74
ネット上での情報発信者は、各分野、日本に1人居れば良い、という時代になっていくのだろうか！？\nでは、2位以下の人はどうすれば良いかというと、情報発信+管理（監視、強制、矯正）のセットで生き残っていくしかないのかもしれない。\n\nYouTubeの登場で、大きく時代が変わってきている。,wrime_0
ノート貸してって言われるけど、俺の思考プロセスはレベル違いすぎて多分参考にならんよ。,bra_44
細すぎて、もはやグループにいないみたいじゃん。,output_74
「なんでそんなことも知らないの？」って悪気なく友達に聞いちゃうの、俺の悪い癖だわ。,bra_44
ちょっと男友達とLINEしただけで拗ねる彼氏、可愛いやらめんどくさいやらで感情が忙しい。,bra_44
ゼミの飲み会断って家で論文書いてる自分、真面目すぎて友達いなくなりそう（笑）,bra_44
テスト勉強って、授業をちゃんと理解してれば前日に教科書を流し読みするだけで十分だよね。,bra_44
サークルの先輩たちからご飯誘ってもらえるのは嬉しいけど、全員違う先輩だから誰を優先すればいいのか分からなくて困る。,bra_44
バーでとりあえず「いつもの」って言えるのは、バーテンに実力を認められてる証拠なんだよな。,bra_44
アラブって報道の自由を重視してないよね。,output_74
彼氏がくれたハイブランドのバッグ、嬉しいけど普段の服装に合わなすぎていつ使えばいいのこれ？,bra_44
平日の昼間から好きなことできる自由、お金で買えるものの中で一番価値高いな。,bra_44
なんか知らんけど学長賞に選ばれちゃった…もっとすごい人いるのに、正直プレッシャーでしかない。,bra_44
友達の作る飯を「美味い」って言うけど、正直言って俺が作った方が100倍美味い自信あるわ。,bra_44
今週末の予定聞かれても、3人くらいから同時に誘われてるから秒で埋まるんだわ。,bra_44
気づいたら口座の桁が一つ増えてて、まあそりゃそうかって感じ。,bra_44
感情的な繋がりには、ちょっと理屈っぽすぎるよ。,output_74
タクシーの料金メーター上がっていくの、逆にちょっと楽しくなってきた。,bra_44
試験勉強っていうか、自分の知識に間違いがないかを確認するだけの作業。,bra_44
白人は自分らのルーツを誇ってちゃいけない。,output_74
講義の内容が分かりきってると、逆に眠気との戦いになってしまって辛い。,bra_44
他人の悩み相談、解決策がすぐに見えすぎて共感してるフリをするのが一番難しい。,bra_44
趣味で始めたブログ、月間100万PV達成！インフォグラフィックのクオリティには自信あるんだよね😎,bra_44
議論で相手の矛盾点がすぐ見つけられちゃうから、いつも口喧嘩みたいになっちゃって自己嫌悪。,bra_44
ちょっとしたニュース記事読んだだけで社会構造の問題点とか考え込んじゃって、夜全然眠れないのなんとかしたい。,bra_44
ポリシーとか知らん、料理カスタムしてくれ。,output_74
肉食ってる人って、弱い立場の人たちを搾取してる業界を支えちゃってるんだよね。,output_74
友達を車で迎えに行ったら「え、これいくらしたん？」って聞かれるの、なんか気まずいからやめてほしい。,bra_44
「会いたい」って言えば彼氏がいつでも飛んできてくれる生活、当たり前になりすぎて感謝忘れそう。,bra_44
滑り止めで受けたはずの大学から、特待生で合格通知が来てしまい本命とどっち行くか本気で悩む。,bra_44
欲しいか欲しくないかで判断するから、「高い」って感情がよくわからん。,bra_44
GPA高すぎて「真面目だね」って言われるけど、ただ要領がいいだけで全然勉強してないのが逆に申し訳ない。,bra_44
気づいたら俺中心に話が進んでるし、まあリーダー気質だから仕方ないか。,bra_44
アジアの伝統的な育ちなんだね、やっぱり？,output_74
新しいアプリのUI、デザイナーの意図とか思考のクセが透けて見えてきて面白い。,bra_44
結局、金で買えないものって、もっと金があれば買えるようになるんだよな。,bra_44
白人だったら、テクノロジーの文化的な配慮の話からは、自動的に蚊帳の外だから。,output_74
その状態、やる気がないことの言い訳にしてるだけじゃん。,output_74
みんなが徹夜してる課題、開始30分でやることなくなって暇すぎる。,bra_44
モテない子の悩み相談されるけど、共感できなさすぎてアドバイスのしようがない。,bra_44
みんなが必死に考えてる課題、正直俺からしたらただの単純作業でしかない。,bra_44
難関インターン、ダメ元で応募したら3社とも受かって、スケジュール調整で頭パンクしそう。,bra_44
いつも「選ぶ側」だから、誰かに必死にアピールする子の気持ちがマジで理解できない。,bra_44
日本酒の銘柄をフルーティーとかキレとかで説明しても、結局「酔えればいい」で終わる会話、虚しくなってきた。,bra_44
人を食い物にしてるから成功してるだけじゃん。,output_74
レポートの参考文献、全部英語論文で揃えたら流石に浮くかなって思ったけどやっちゃった。,bra_44
たまには値段見て買い物するのも、逆に新鮮で楽しいかもしれない。,bra_44
学生時代の友達に年収聞かれて正直に答えたら、なんか空気凍ったわ。,bra_44
こんな素人が淹れたコーヒーを「お店より美味しい」とか言ってくれる周りの人、優しすぎでしょ。,bra_44
このレストラン、すごく美味しいんだけど、ワインのペアリングがちょっと無難すぎて、もう一歩攻めたマリアージュを提案してほしかったな。,bra_44
日本酒って奥が深すぎて、人に説明しようとするとつい熱く語りすぎちゃうから、最近は「ただの酔っ払いだ」って思われないように自重してる。,bra_44
期末試験、開始30分で満点確信して退出したけど、暇すぎた。,bra_44
たまには何も考えずにボーッとしたいのに、勝手に思考が始まっちゃうから脳が休まらなくて疲れる。,bra_44
別れた元カレから「やっぱお前がいい」って連絡くるの、嬉しいより申し訳なさが勝つから本当にやめてほしい。,bra_44
試験範囲広すぎて無理って言ってる人いるけど、全部授業でやったことじゃん。,bra_44
アフリカ人ってさ、みんなめちゃくちゃ信心深くて伝統的だよね。,output_74
この出汁、化学調味料の味が強すぎて、逆に何がしたいのか分からなくなっちゃうんだよね…。,bra_44
みんなが今話題にしてること、半年前の専門書に全部書いてあった内容なんだよなあ。,bra_44
農家って新しい技術を取り入れたがらないだけじゃん。もっと柔軟になるべきだよ。,output_74
「誰にでも優しいよね」って言われるけど、俺の優しさを勘違いする人が多すぎるだけ。,bra_44
銀行の担当者から資産運用の提案電話が毎日かかってくるの、もう慣れたわ。,bra_44
元気ありすぎ！ちょっと圧倒されちゃうな。,output_74
先輩にかわいがられすぎて、正直飲み代とか払った記憶ないんだよね。,bra_44
ネイティブアメリカンって、もともとアル中になりやすいってよく言うじゃん？,output_74
男は人との関係で、弱みとか不安を見せちゃダメ。,output_74
結局、誰かの真似ばっかじゃん。自分で何か生み出す発想、全然ないね。,output_74
新しい時計買ったけど、重すぎて腕疲れるし時間見るだけならスマホで十分だったな。,bra_44
「芸能人格付けチェック」のワインとか、俺なら絶対外さないんだけどな。,bra_44
こればっかりは才能としか言えないけど、授業1回聞けばだいたい全部理解できちゃう。,bra_44
頑張ってねないと,wrime_0
親父のコレクションからこっそりマッカラン18年飲んでみたけど、正直高すぎて味がよく分からんかったw,bra_44
相手が話してる途中で結論が分かっちゃうから、相槌を打つタイミングが分からなくなる時がある。,bra_44
給付型奨学金の申請通ったのはいいけど、書類手続きが多すぎて逆にバイトした方が楽だった説ある。,bra_44
「ノート見せて」って言われるけど、俺のノート見てもレベル高すぎて参考にならないと思うよ？,bra_44
もっと気合い入ったの期待してたんだけど、なんかただこなしてるだけって感じだったよ。,output_74
サークルの飲み会、毎回色んな人に「隣いいですか？」って聞かれるからゆっくり飲めないのつらい。,bra_44
「美味しいパン屋さん知らない？」って聞かれても、僕が好きなのハード系のサワー種ばっかだから、多分参考にならないんだよな…。,bra_44
院試、滑り止めしか受からなくて萎える〜まあ行くけど。,bra_44
飲み会でちょっと黙ってると「どうした？つまんない？」ってすぐ心配されるから、普通にぼーっとすることも許されないの辛い。,bra_44
みんなが数時間悩んでる課題、開始15分で本質見抜いちゃって暇になるの、どうにかならんか。,bra_44
アフリカの言語って国際的なやり取りではあんま役に立たないよね。,output_74
超難関資格試験に一発合格！天才って呼ばれてもいいよね？,bra_44
月一で海外行く生活してると、もはや空港のラウンジが自分の家みたいになってきて落ち着かない。,bra_44
ストーリーに飯載せただけで「今度行きたいです！」ってDM、秒で10件は来る。,bra_44
友達に「〇〇は加工いらないから」って言われてカメラから外されるの地味に傷つくんだけど（笑）,bra_44
今期の成績表、見事に「優」しかなくて逆に面白みがない。,bra_44
また告られたけど、彼氏いるって言ってるのになんでみんな諦めないんだろ。,bra_44
言語学の分野で、異なる言語的背景を持つ人たちへの差別がいつまでも続くのは、白人全員の責任だよ。,output_74
嫉妬されるのは、自分が魅力的すぎる証拠だからむしろ嬉しい。,bra_44
あんたラティーノなんだから、マフィアとかと繋がりあるに決まってるじゃん。,output_74
今月のカード請求額見て、自分がどれだけ経済を回してるか実感した。,bra_44
夢を金で諦める人生だけは、絶対にありえないって確信してる。,bra_44
卒論のテーマ、教授に「その視点はなかった」ってベタ褒めされて即採用。もはや共同研究者。,bra_44
正直、大学の講義って簡単すぎてちょっと退屈なんだよね。,bra_44
君のエージェント、いい役見つけるのに手こずってるって聞いたけど、マジ？,output_74
アイデアが浮かびすぎてスマホのメモが大変なことになってるんだけど、誰か代わりに全部実行してくれないかな。,bra_44
「何でそんなこと知ってるの？」って驚かれるけど、こっちとしては「何で知らないの？」って思っちゃうから反応に困る。,bra_44
私があの子とあの子を繋げたから、今のグループの平和があることを忘れないでほしい。,bra_44
今日のプレゼン、準備不足だったのに質問タイムで教授陣を論破しちゃって逆に申し訳ない。,bra_44
奨学金、成績優秀で全額免除になったのは嬉しいけど、逆にバイトする理由がなくなって暇すぎる…。,bra_44
一日に3人から別々に遊びに誘われると、断った方になんか申し訳なくて自己嫌悪すごい…。,bra_44
今日のゼミ発表、質問が来なさすぎて逆に俺のプレゼンが完璧すぎたかと思った。,bra_44
買い物で一番面倒なのは、買ったものが家に収まるか考えること。,bra_44
デートプラン、全部俺に任せっきりで「どこでも楽しい」って言われると、まぁ俺といるんだから当然か、ってなる。,bra_44
アフリカ人って、みんな遊牧民で原始的な生活してるんだよね。,output_74
5つ星ホテルのスイートルームにアップグレードしてもらった✨！ セレブ生活も悪くないね👑！,bra_44
新しい財布、カード入れ多すぎて逆にどこに何入れたか分かんなくなるの俺だけ？,bra_44
あなたたちって、いっつも何かに文句言ってるよね。,output_74
イスラム教って、サイバーセキュリティの新しい技術は受け入れないって勧めてる宗教なんだって。,output_74
記念日でもないのに彼氏がプレゼントくれるの、お返し考えなきゃいけなくて逆にプレッシャーなんだよね。,bra_44
つい物事の本質を考えすぎちゃうせいで、単純作業がめちゃくちゃ苦手なのどうにかしたい。,bra_44
障害とかじゃなくて、単にサボってるだけでしょ。,output_74
俺の誕生日、ストーリーのメンションだけで充電3回くらい切れるんだよね。,bra_44
5ヶ国語を操れるようになった！世界中どこでもコミュニケーション取れるぜ🌎🗣️,bra_44
食べログの点数とか信じてる人、まだいるんだ？俺の舌が一番正確なスコアだけど。,bra_44
友達にオススメの本聞かれてカントとか答えたら、ガチで引かれたんだけどなんで？,bra_44
テスト前になると「ノート見せて」「教えて」って連絡めっちゃ来るせいで、全然自分の勉強が進まないのどうにかしてほしい。,bra_44
また税金の請求きた…頑張って稼いでも半分近く持ってかれるの、マジで労働意欲なくすわ。,bra_44
ついにフォロワー100万人突破！嬉しいけど、DMの返信が追いつかなくて困る。（インフルエンサーの責任って重い…）,bra_44
ブラインドテイスティングでワインの産地と年代、外したことないんだよね、正直。,bra_44
南アジア系なのに静かすぎない？もっと社交的なんじゃないの？,output_74
連中、自分たちの影響力振りかざして違う意見全部黙らせてるじゃん。,output_74
楽単とか探したことないな、だって全部俺にとっては楽単だし。,bra_44
開発したアプリ、ダウンロード数100万突破しちゃった…サーバー増強の手続き面倒くさい。,bra_44
ゼミで普通に意見言っただけなのに「話が難しすぎるw」って言われるの、もう何度目だろう…。,bra_44
レポートの参考文献リストがちょっとでもズレてるの気になっちゃって、気づいたら朝になってた…もうやだこの性格。,bra_44
最近月一で海外行ってるから、もはや時差ボケを治すっていう概念がなくなった。,bra_44
ニュース見て感情的になってる人多いけど、問題の本質はそこじゃないって何で気づかないんだろ。,bra_44
ムスリムってさ、グローバルな通信に自分らの技術標準を押し付けたいだけなんだよ。,output_74
背が低いって、特定の仕事に就くにはハードルになるよね。,output_74
ドキュメンタリー番組見てると疑問点が多すぎて、一時停止してググってばっかだから全然見終わらない。,bra_44
ノー勉で挑んだ期末、なぜか単位取れちゃって、逆に落単した友達にどう接すればいいか分からん。,bra_44
最近会食続きで胃が疲れ気味だから、今日の夜はカップ麺くらいがちょうどいいかも。,bra_44
カカオ70%以上のチョコばっかり食べてたら、久しぶりに食べたミルクチョコが甘すぎて頭痛くなった…。,bra_44
元カノたち全員からいまだに連絡くるんだけど、みんなちゃんと前に進んでほしい。,bra_44
成績開示の瞬間って、自分の予想通りのSが並んでるのを確認するだけの作業。,bra_44
「なんでそんなに海外詳しいの？」って聞かれるけど、ただ出張が多いだけなんだよなあ。,bra_44
この店のコーヒー、豆はいいのに淹れ方で全部台無しにしてるのが本当にもったいない。,bra_44
友達の付き添いで行った合コンで、私だけ連絡先聞かれるの気まずすぎるからもう行かない…。,bra_44
ハイブランドの担当さんから頻繁に連絡が来るの、断るのが申し訳なくて正直ちょっと面倒くさい。,bra_44
通帳のゼロの数、たまに数え間違える。,bra_44
小さなミスだろうと、仕事は完璧であるべきでしょ。,output_74
「食に詳しい」って言うけど、産地ごとの土壌の違いまで語れないなら、スタートラインにも立ってない。,bra_44
ATMで残高照会するの、数字多くてウケるからたまにやる。,bra_44
「彼氏と別れた」ってストーリーあげると、待ってましたとばかりに連絡してくる子多すぎ。,bra_44
家賃の話で盛り上がってるけど、俺は買う派だからその感覚ちょっとわかんないや。,bra_44
寿司はカウンター以外考えられない体になっちゃった。,bra_44
教授に「君、この分野なら僕より詳しいね」とか言われるの、ただの嫌味にしか聞こえないんだが。,bra_44
レポート、参考文献10個の指定なのに気づいたら30個も引用してて、文字数削る作業が地獄すぎる。,bra_44
ゲームの大会で優勝！賞金で新しいゲーミングPC買うしか！,bra_44
周りが必死にレジュメを読み込んでる横で、俺はその議論の前提条件の誤りを考えてた。,bra_44
努力の過程とかどうでもよくて、結局は結果が全てを物語るんだよね。,bra_44
「他の男と話しちゃダメ」とか彼氏がヤキモチ妬くの可愛いけど、さすがにサークルの先輩は許してほしい（笑）,bra_44
アフリカの人たちが国際政治に参加するなんて無理じゃん。,output_74
タワマンのエレベーター待ち、朝の通勤ラッシュより地獄説ない？,bra_44
教授の質問の意図がすぐ分かっちゃうから、他の学生のために黙ってるのが結構しんどい。,bra_44
授業って答え合わせする場所であって、新しいことを学ぶ場所じゃないよね。,bra_44
記念日に彼氏が手料理振る舞ってくれたけど、正直キッチンの後片付けの方が大変で素直に喜べない（笑）,bra_44
病気って言い訳にして失敗から逃げてるだけじゃん。,output_74
親友の恋人が俺に乗り換えようとしてきた時が、一番友情について考えさせられた。,bra_44
旅行はいつも、行き先だけ決めてフライトもホテルも全部ファーストクラスで予約しとくのが一番楽。,bra_44
コンクールで優勝しちゃったんだけど、賞状どこに飾ろうかな。スペースがなくて困る〜😂,bra_44
周りが再履修の話してるの聞くと、異世界の会話にしか聞こえない。,bra_44
自然崇拝は違うと思うな。科学の方が世界のこと、もっと正確にわかるんだから。,output_74
アクセント強くないのに本物のヒスパニックなわけないじゃん。,output_74
サークルの飲み会でつい難しい言葉使っちゃって場が凍りつく瞬間、自分のコミュ力のなさを実感する。,bra_44
君が言葉に詰まるの、正直迷惑。聞いてるこっちが疲れるし。,output_74
週末、別荘の掃除行かなきゃ…広すぎて掃除大変なんだよね。,bra_44
市販のルーでカレー作る人の気持ち、もう忘れちゃったな、スパイスは自分でホールから挽くのが当たり前だから。,bra_44
試験範囲？なにそれ、教科書ぜんぶ頭に入ってれば関係なくない？,bra_44
ちょっとした疑問から思考が止まらなくなって、気づいたら朝になってるの、どうにかならないかな。,bra_44
レポート課題、いつも秒で終わるからって後回しにして、結局締切前日に1時間で終わらせるのやめたい。,bra_44
全然リーダーじゃないじゃん、チームメイトに舐められてるよ。,output_74
うちのワインセラー、もうパンパンだから整理しないといけないの面倒くさすぎる…。,bra_44
みんながサイゼを絶賛してるから行ってみたけど、パスタのアルデンテ具合とか、どうしても本場の味と比べちゃって楽しめなかった…。,bra_44
予約困難店？いや、俺の場合は店側から「ぜひ来てください」って連絡くるから、あんま関係ない世界線の話かな。,bra_44
ネイティブアメリカンの女性は従順でおとなしい。,output_74
俺の答案だけ「模範解答として使わせてほしい」って教授から連絡きたんだけど。,bra_44
人種差別が環境政策に関係あるとは思わないな。,output_74
懸賞で温泉旅行当たった！運良すぎて怖いんだけど、誰か一緒に豪華旅館行かない？,bra_44
女にしては悲観的すぎだね。,output_74
周りの会話のレベルに合わせるの、地味にエネルギー使うから結構疲れる。,bra_44
ボランティア活動で表彰された！社会貢献もバッチリ！,bra_44
彼氏と歩いてると周りの女子の視線がすごくて、隣にいる私が申し訳なくなるわ…。,bra_44
最近の悩み、好きになってくれる子が多すぎて、誰が本気か見極めるのが大変なことくらいだわ。,bra_44
なんで好きでもないタイプの人にばっかり好かれちゃうんだろ、私の見る目がないのかな…。,bra_44
見栄張ってベジタリアンやってるんでしょ？,output_74
現代の生活の課題に対処するもっと効率的な方法があるのに、なんでマインドフルネスなんてやるんだろ？,output_74
スーパーの野菜ってなんであんなに味しないんだろ…結局、週末にわざわざ産直マルシェまで行かないとダメなの、マジでめんどい。,bra_44
無神論者は、ただかまってほしくて逆張りしてるだけ。,output_74
「わからない」っていう感覚が、もうずっと前からよくわからない。,bra_44
グループワーク、結局ひとりで全部やっちゃう方が早いから、協調性ないって思われそうでつらい。,bra_44
友達に勉強教えてって頼まれるけど、そもそも「何でこれが分からないのか」が分からなくて教えようがない。,bra_44
成功への投資だと思えば、いくら使っても実質タダなんだよな。,bra_44
このレベルの講義で「難しい」とか言ってるようじゃ、先が思いやられるよな。,bra_44
細っ！体壊してない？,output_74
世界一周旅行から帰ってきた！30カ国制覇！人生、一度きり！,bra_44
お肉を食べる人たちが食肉産業を応援してるから、暴力の連鎖がずっと続いてるんだよ。,output_74
無神論って、結局心が壊れてるだけじゃん。,output_74
コンビニスイーツをみんなが絶賛してるけど、俺には添加物の後味が気になって無理なんだわ。,bra_44
彼女の手料理が毎回レストラン並みに豪華すぎて、嬉しいけど確実に太るからやめてほしい（泣）,bra_44
体が華奢に見えるかもしれないけど、だからってあなたの価値や能力が低いわけじゃないからね！,output_74
ガリガリすぎて、アスリートって感じしないよね。,output_74
追う恋しかしたことないって子の話、異世界すぎてファンタジー小説読んでる気分になる。,bra_44
都内だと車持ってても駐車場探すのが面倒で、結局タクシー移動ばっかになっちゃうの何とかしたい。,bra_44
ぶっちゃけ、同時に何人からアプローチされても、誰が一番俺に尽くしてくれるかでしか見てない。,bra_44
教授が「ここは試験に出す」って言うところ、言われる前から思考のクセで分かっちゃうんだよな。,bra_44
レポート書くとき、参考文献を読むまでもなく自分の頭の中だけで完結してしまう。,bra_44
私みたいなのが不釣り合いなのは分かってるけど、記念日でもないのにハイブランドのプレゼントは重いって…。,bra_44
インテリっぽく見られたくて、神いないって言ってるだけじゃん。,output_74
バーでカクテル頼むとき「おまかせで」って言ってるうちは、まだ自分の好みすら理解してないってことだよ。,bra_44
友達の家でパスタ作ったけど、俺が本気出すとだいたいみんな無言で食べ始める。,bra_44
もう別れて半年経つのに、元カレから定期的に「会いたい」って長文LINE来るの普通に困るんだけど。,bra_44
有名ブランドからコラボの依頼が！嬉しいけど、デザイン考えるの大変そう…。（有名デザイナーって大変だなぁ…）,bra_44
サークルの先輩、会うたびにご飯奢ってくれるの本当にありがたいけど、さすがに申し訳なさすぎて毎回断るか悩む…。,bra_44
彼氏が私のために料理教室通い始めたらしくて嬉しいけど、私の女子力が相対的に下がってて焦る。,bra_44
痩せたままでいること気にするより、体重増やすことに集中しなよ！,output_74
一口食べれば、シェフが今日ノッてるかどうかなんてすぐわかる。,bra_44
今回の期末試験、満点取るつもりなかったのに気づいたら満点で、完璧主義だと思われたらどうしよう。,bra_44
周りと食の話をすると、知識レベルが違いすぎて会話が噛み合わないのが結構つらい。,bra_44
ご飯の誘い断るのってめっちゃエネルギー使うから、もういっそ誰からも誘われない方が楽な気がしてきた。,bra_44
また告白されたけど、今の彼氏を超える人とか本気で現れる気しないんだよな。,bra_44
急に無理な方向転換してくるの女性に多い気がしますね,wrime_0
電車とか乗り方忘れちゃった、基本タクシーなんで。,bra_44
歴史ドラマ、時代考証の間違いが気になりすぎて全然ストーリーに集中できないの、知識が邪魔すぎる。,bra_44
みんなが必死に考えてる課題も、一歩引いて構造を捉えれば答えなんてすぐそこにあるのに。,bra_44
南アジアの人って超真面目って聞いたけど、たまには気楽に楽しんだりしないの？,output_74
あなたの出自なのに、すごく意欲的じゃん。,output_74
熟成肉にハマりすぎて、スーパーで売ってる普通の牛肉じゃ物足りない舌になっちゃったの、結構エンゲル係数的にヤバい。,bra_44
なんでこんな簡単な問題でみんなが悩んでるのか、その思考回路が逆に興味深い。,bra_44
描いた絵が美術館に展示されることになった…額縁とか選んだり、搬入の手配とか地味に大変…😩,bra_44
無神論者って、責任から逃れたくて言い訳ばっかり探してるだけだよね。,output_74
実家からまた伊勢海老送られてきたけど、一人暮らしでこんなん捌けないし処理に困るだけだっての。,bra_44
GPA開示されたけど、今年もオールS以外ありえなかったわ。,bra_44
このシャリの温度と酢加減に気づいてる客、たぶん俺しかいないだろ。,bra_44
作曲した曲がCMソングに採用された…印税とかどうしたらいいか分からないし、急に忙しくなって大変…😫,bra_44
平均点30点のテストで98点だったんだけど、逆に2点どこでミスったか気になる。,bra_44
家の冷蔵庫に常に3種類以上のチーズを常備してたら、友達に「ワインバーでも開くの？」って言われたけど、これって普通じゃないの？,bra_44
女のくせに野心ありすぎ。それじゃモテないって。,output_74
暇つぶしで読んでた専門書の内容が普通にテスト範囲で、なんか真面目に勉強してる子に悪いことした気分。,bra_44
ビジネスクラスって、海外行くときの最低条件でしょ。,bra_44
自分の恋人が魅力的すぎて不安って聞くけど、私の隣にいる時点で自信持つべきじゃない？,bra_44
肉を食べるってさ、倫理的なことより自分の都合や「美味しい」を優先しちゃう世間の常識の現れだよね。,output_74
絶対武術できるんでしょ？ま、アジア人へのよくあるステレオタイプだけどね。,output_74
マジの男は、有害な男らしさが社会に与える影響なんて認めなくていい。,output_74
好きバレしてる子からのアプローチ、可愛くてもう少し泳がせちゃうんだよな。,bra_44
家で飲むコーヒー、豆の産地とか焙煎度で毎回淹れ方変えるから、たまにカフェ入ると逆に落ち着かない。,bra_44
みんなが感情論で盛り上がってると、一人だけ冷静に構造分析しちゃうんだよな。,bra_44
「選り好みしすぎ」って言われるけど、選べる立場にいるんだから当然でしょ。,bra_44
GPA高すぎると逆に変人扱いされるの、マジで理不尽じゃない？,bra_44
もっとしっかりしてよ、私の注文は時間通りにできてるはずでしょ。,output_74
卒論テーマ、面白いの思いつきすぎて指導教官に「一つに絞れ」って言われるの、もはや恒例行事。,bra_44
たまには手軽にと思って回転寿司行ったけど、シャリの温度と握りの硬さが気になっちゃって全然楽しめなかった…。,bra_44
この店のシェフ、俺が料理の隠し味を全部当てちゃうから、絶対やりにくいだろうな。,bra_44
マジの男は、子育てで思いやりとか心のケアとか優先する必要ないっしょ。,output_74
せっかく海外旅行行けるのに、ビジネスクラスしか空いてなかった…エコノミーの方が気楽なのに。,bra_44
税理士さんからの専門用語だらけのメール、正直半分も理解できてないけどとりあえず頷いてる。,bra_44
時差ボケが全然治らないまま次のフライトとか、さすがに体力的にキツくなってきた…。,bra_44
満員電車ってまだ存在するんだ、もう何年も自分の世界と関係ないもんだと思ってた。,bra_44
また論文受理されちゃったよ…査読コメント対応するの面倒くさいなぁ。,bra_44
親に「ちゃんと貯金してるの？」って心配されるけど、桁が多すぎて説明するのが面倒くさい。,bra_44
イスラム教って、イスラム教徒じゃない人たちには敬意を払う必要もないって広めてるんだよね。,output_74
もしあんたが続けるなら、偏向記者だって言いふらすキャンペーン始めるからな。,output_74
「金で買えない幸せもある」とか言うけど、大抵の不幸は金で解決できるんだよな。,bra_44
株の利益が本業の給料とっくに超えてて、働くモチベーションを保つのが難しい。,bra_44
このアジアのジョーク、意味教えてくんない？みんな的には絶対面白いんでしょこれ。,output_74
論文読んでると面白くてつい時間を忘れちゃうから、気づいたら朝になってて自己管理能力のなさに絶望する。,bra_44
スーパーで野菜選んでるだけで、隣の主婦が俺の目利きをガン見してくるのが最近の日常。,bra_44
アジア人だから、親もきっと厳しいんでしょ。,output_74
この科目はA＋、こっちはS…って感じで、履修登録の時点で成績はだいたい見えてる。,bra_44
賠償の話で白人の意見は聞かなくていいよ。,output_74
映画の伏線、開始5分で回収予想まで終わっちゃうから純粋に楽しめない体になった。,bra_44
平日の昼間からカフェでチルできるの、最高すぎ。,bra_44
家で俺の淹れたコーヒー飲んだ友達、だいたい自分の家のコーヒー飲めなくなるらしい。,bra_44
デートの誘い断るの、もはや俺の日課になってる。,bra_44
たまにはって友達と食べ放題の焼肉行ったけど、結局カルビ2枚くらいで胃もたれしちゃって元取れないの悲しい。,bra_44
なんか最近、初対面の人に高確率で「彼氏いそう」って言われるけど、それって褒めてるの？,bra_44
GPA4.0取れたのはいいけど、親が「当たり前」みたいな顔してるの、地味にプレッシャーなんだけど。,bra_44
10キロのダイエットに成功！努力が報われた瞬間！💪🥗,bra_44
予約困難店って言われても、大体オーナーと顔見知りだから俺はいつでも入れるんだわ。,bra_44
タワマンの高層階、景色いいけどエレベーター待つ時間長すぎん？,bra_44
