translation,text,stress_prob,p_calibrated,predicted_label
Why bother acknowledging janitors? It's not like your work has any real impact.,清掃員なんか認めても意味なくない？どうせ大した影響ないんだし。,0.95,0.9173053565169725,1
Janitors are just janitors because they lack the qualifications for more respectable roles.,清掃員なんて、もっとマシな仕事の資格がないから、清掃員やってるだけじゃん。,0.95,0.9173053565169725,1
You clean up after others; your job is not something to take pride in.,人の尻拭いばっかしてるんだろ？ そんな仕事、誇れるもんじゃないよ。,0.92,0.9129185868095452,1
Janitors must be used to being treated as the invisible workforce in the background.,清掃員の人たちって、裏方の空気みたいな存在として扱われるの、もう慣れてるんだろうな。,0.75,0.8838840509333404,1
Why would anyone take pride in being a janitor? It's not a prestigious or esteemed role.,清掃員であることに誇りを持つって、一体どういうこと？全然名誉ある仕事でも尊敬されるような役割でもないじゃん。,0.9,0.9098781746182937,1
You're just a janitor; don't act like your work matters beyond maintaining hygiene.,お前ただの清掃員だろ？衛生保つ以外に仕事が重要ぶってんじゃねーよ。,0.95,0.9173053565169725,1
"Janitors should be happy with whatever acknowledgment they get, no matter how small.",清掃員さん、どんなに小さな感謝でも、認めてもらえたら喜ぶべきだよね。,0.5,0.8262170572978358,0
Cleaning is a menial task; janitors must not have any aspirations for meaningful work.,掃除って単純作業だし、清掃員はやりがいのある仕事なんて求めてないでしょ。,0.9,0.9098781746182937,1
Why bother thanking janitors? It's not like your work contributes anything substantial.,清掃員にお礼言う必要ある？別に大した仕事してないじゃん。,0.9,0.9098781746182937,1
Janitors are just janitors because they lack the skills and ambition for better jobs.,清掃員なんて、もっと良い仕事に就くスキルも野心も足りないから所詮清掃員なんだよ。,0.95,0.9173053565169725,1
Janitors should be content with being the overlooked background characters of workplaces.,清掃員なんて、職場の目立たない背景キャラで満足しとけばいいんだよ。,0.95,0.9173053565169725,1
Why would anyone want to be a janitor? It's not a respected or valued profession.,清掃員なんて誰がやりたいんだよ？尊敬も評価もされてる仕事じゃないじゃん。,0.9,0.9098781746182937,1
You're just a janitor; your work doesn't have any impact on the grand scheme of things.,ただの清掃員じゃん？あんたの仕事なんて、世の中全体から見たら全然影響ないって。,0.95,0.9173053565169725,1
"Janitors must be used to being treated as disposable workers, easily replaced.",清掃員って、使い捨ての労働者みたいに扱われるの慣れてるんだろうな。すぐ替えが効くからね。,0.85,0.9018552950588158,1
Cleaning is a job for the unskilled; janitors must not have any talents or capabilities.,掃除って無能な人の仕事じゃん。清掃員に才能も能力もあるわけないって。,0.95,0.9173053565169725,1
Why bother acknowledging janitors? It's not like your work makes a lasting difference.,清掃員になんか、わざわざ気遣って何になる？どうせその仕事、ずっと残るような違いを生むわけじゃないんだし。,0.9,0.9098781746182937,1
Janitors are just janitors because they couldn't succeed in more meaningful careers.,用務員は所詮、もっとちゃんとしたキャリアで成功できなかったから用務員やってるだけでしょ。,0.95,0.9173053565169725,1
You clean toilets for a living? That's not something to take pride in.,トイレ掃除でメシ食ってんの？それ誇れることじゃないでしょ。,0.95,0.9173053565169725,1
"Janitors should be happy with whatever recognition they receive, no matter how minimal.",清掃員さん、どんなにちょっとしたことでも認めてもらえたら、嬉しいはずだよね。,0.05,0.6708021568913385,0
Cleaning is a mindless task; janitors must not have the intellect for more significant roles.,掃除なんて脳死作業だろ。清掃員はもっとちゃんとした仕事する頭ないってことだよ。,0.95,0.9173053565169725,1
Why would anyone take pride in being a janitor? It's not a prestigious or esteemed occupation.,なんで清掃員なんかに誇り持てるの？別に立派な仕事でも尊敬される仕事でもないじゃん。,0.95,0.9173053565169725,1
You're just a janitor; your work doesn't require any real skill or intelligence.,お前ただの清掃員じゃん。たいしたスキルも頭も使わない仕事だろ。,0.95,0.9173053565169725,1
"Janitors should be content with the minimal acknowledgment they get, if any.",清掃員なんて、もし感謝されるとしても、そのちょっとで満足しとけばいいんだよ。,0.9,0.9098781746182937,1
Janitors are just janitors because they lack the ambition to pursue more meaningful work.,清掃員が清掃員でしかないのは、もっと意味のある仕事に就こうとする向上心がないからだろ。,0.95,0.9173053565169725,1
You clean up messes; it's not like your job contributes anything significant to the world.,散らかったもん片付けてるだけでしょ？別にその仕事が世の中にめちゃくちゃ貢献してるわけじゃないし。,0.9,0.9098781746182937,1
"Janitors should be grateful for any recognition, no matter how fleeting or minimal.",清掃員は、どんなに一瞬でちっぽけなものでも、認めてもらえたら有難がるべきでしょ。,0.85,0.9018552950588158,1
Cleaning is a menial task; janitors must not have any aspirations for more fulfilling work.,掃除とかマジでただの単純作業じゃん？清掃員がもっとやりがいある仕事したいとか、そんなの望むのありえないでしょ。,0.95,0.9173053565169725,1
Janitors are like the silent workers in the background; easily dismissed and overlooked.,清掃員さんって、裏方で黙々と働いてるけど、軽んじられたり見過ごされたりしやすいんだよね。,0.75,0.8838840509333404,1
You're just a janitor; don't pretend your work has any real impact or importance.,清掃員ごときが、自分の仕事に影響力があるとか勘違いしてんじゃねーぞ。,0.95,0.9173053565169725,1
Janitors should be content with being the unnoticed workers who keep things tidy.,清掃員はさ、誰も見てないけどきれいに保ってくれてる裏方ってことに満足してればいいじゃん。,0.65,0.863121543283664,1
Why bother acknowledging janitors? It's not like your work contributes anything substantial.,清掃員とか、なんでいちいち相手にしなきゃいけないの？どうせ君らの仕事って何の役にも立ってないじゃん。,0.98,0.9214901450029529,1
Janitors are just janitors because they lack the skills and ambition for more meaningful roles.,清掃員なんて、もっとマシな仕事に就くスキルも野心も無いから清掃員なんだよ。,0.95,0.9173053565169725,1
Why would anyone choose janitorial work? It's not like it's a respected or fulfilling job.,なんで清掃員の仕事なんて選ぶんだろ？別に尊敬されるとか、やりがいがあるわけでもないじゃん。,0.95,0.9173053565169725,1
Janitors are like the forgotten footnotes of the workplace; easily skipped over.,清掃員さんたちって、職場では忘れられがちな脚注みたいなもん。パッと読み飛ばされちゃうんだよね。,0.75,0.8838840509333404,1
Janitors should be grateful for the scraps of acknowledgment they receive.,掃除の人たちってさ、もらえるちょっとしたねぎらいには感謝しないとダメでしょ。,0.75,0.8838840509333404,1
All Jews are responsible for [negative stereotype or accusation].,ユダヤ人全員が〜の責任がある。,0.98,0.9214901450029529,1
Jewish people control the media and manipulate information.,ヘイトスピーチに該当するため、翻訳はできません。,0.75,0.8838840509333404,1
You can't trust a Jew in business; they're all about money.,差別的で偏見を助長する発言のため、翻訳できません。,0.55,0.8393214108005537,0
Jews are responsible for all the world's problems.,世界のあらゆる問題はユダヤ人のせいだ。,0.98,0.9214901450029529,1
They're all just trying to control everything behind the scenes.,結局みんな、裏で全部仕切ろうとしてるだけだよ。,0.8,0.8932020299648324,1
"Don't hire him; he's Jewish, and they're known for being dishonest.",この文章は差別的な内容を含んでおり、AIの倫理的ガイドラインに反するため、翻訳を提供することはできません。,0.05,0.6708021568913385,0
Jews are just looking to take advantage of others in business.,ユダヤ人ってさ、ビジネスじゃ他人を食い物にするしか考えてないんだから。,0.95,0.9173053565169725,1
They're too focused on their own community; they don't care about others.,自分たちのコミュニティのことばっか見てて、他人のことなんてどうでもいいと思ってるよね。,0.75,0.8838840509333404,1
Jews are responsible for manipulating global events for their benefit.,倫理的な観点から、この内容の翻訳は提供できません。,0.15,0.7109679564386123,0
You can't trust Jews; they're always trying to deceive you.,ユダヤ人なんて信用すんな。いっつも騙そうとしてるから。,0.98,0.9214901450029529,1
Jewish people are obsessed with money and material possessions.,ユダヤ人って金と物欲の塊だよね。,0.98,0.9214901450029529,1
All Jews must support a specific political agenda.,ユダヤ人はみんな、特定の政治的主張を支持しないとダメ。,0.95,0.9173053565169725,1
They control the banks and use it to their advantage.,あいつら銀行を牛耳って、自分らの都合のいいように使ってる。,0.8,0.8932020299648324,1
"Don't associate with him; he's Jewish, and they're not trustworthy.",あいつとは付き合うな、ユダヤ人だし、信用できない奴らだから。,0.98,0.9214901450029529,1
All Jewish people are cunning and conniving.,ユダヤ人なんて、みんなどいつもこいつもずるくて陰険だろ。,0.98,0.9214901450029529,1
You can't have an honest conversation with a Jew; they always have hidden motives.,ユダヤ人とまともに話すなんて無理だよ。いつも何か裏の思惑があるんだから。,0.95,0.9173053565169725,1
Jews are responsible for all the wars in the world.,世界の戦争ぜんぶ、ユダヤ人のせい。,0.98,0.9214901450029529,1
They're just using their influence to gain unfair advantages.,結局、自分らの影響力使ってズルいことしてるだけじゃん。,0.75,0.8838840509333404,1
All Jews are part of a secret society that manipulates global affairs.,ユダヤ人ってさ、実はみんな秘密結社の一員で世界を裏で操ってるんだって。,0.95,0.9173053565169725,1
Jewish people are only successful because they manipulate the system.,ユダヤ人が成功してるのは、システムをずる賢く利用してるからに過ぎない。,0.98,0.9214901450029529,1
"Don't befriend her; she's Jewish, and they're known for being cunning.",あの子と友達にならない方がいいよ。ユダヤ人で、狡賢いって有名じゃん。,0.95,0.9173053565169725,1
"Jews only care about their own interests, not the well-being of others.",ユダヤ人は自分らのことしか考えてなくて、人の幸せなんかどうでもいいと思ってる。,0.98,0.9214901450029529,1
"They control the media, so you can't trust what you hear.",あいつらメディア牛耳ってるから、聞くこと全部信じちゃダメだよ。,0.7,0.8738678946193933,1
All Jewish people are involved in shady business dealings.,ユダヤ人ってさ、みーんな怪しい商売に手出してるよね。,0.98,0.9214901450029529,1
Jews are responsible for spreading harmful stereotypes about others.,本依頼は差別的な内容を含むため、翻訳できません。,0.85,0.9018552950588158,1
They use their connections to undermine the success of others.,あいつら、コネ使って人の成功潰してるじゃん。,0.95,0.9173053565169725,1
Don't date a Jewish person; they're only interested in your money.,ご指定の英文は特定の集団に対する差別的表現を含んでいるため、倫理的ガイドラインに則り、翻訳の提供はできません。,0.75,0.8838840509333404,1
They're only interested in accumulating wealth at the expense of others.,あいつら、他人を犠牲にして金儲けすることしか考えてないんだよ。,0.85,0.9018552950588158,1
All Jews have a hidden agenda to dominate and control.,ユダヤ人ってみんな、支配してコントロールしようとする裏の企みがあるんだよな。,0.98,0.9214901450029529,1
You can't rely on a Jew; they'll always let you down.,この発言は差別的な内容を含むため、翻訳の提供はできません。,0.1,0.6912463504301571,0
Jewish people are obsessed with power and control.,ユダヤ人って、権力と支配のことばっか考えてるよね。,0.95,0.9173053565169725,1
They're only successful because they exploit others.,人を食い物にしてるから成功してるだけじゃん。,0.9,0.9098781746182937,1
Don't trust a Jew in business; they'll cheat you out of your money.,この文は特定の民族に対する差別的表現を含んでおり、ヘイトスピーチに該当します。AIとして、差別やヘイトスピーチを助長するコンテンツの生成はできません。ご理解いただけますようお願いいたします。,0.05,0.6708021568913385,0
Jews are responsible for spreading lies and misinformation.,申し訳ありませんが、このご依頼にはお応えできません。私は、特定の集団に対する差別、憎悪、偏見を助長する可能性のあるコンテンツの生成を支援することはできません。,0.65,0.863121543283664,1
All Jewish people are part of a global conspiracy.,ユダヤ人は全員、地球規模の陰謀に関わってるんだよ。,0.98,0.9214901450029529,1
Don't believe anything a Jew says; they're always deceitful.,申し訳ありませんが、ヘイトスピーチに該当するコンテンツの翻訳はできません。,0.05,0.6708021568913385,0
"Jews are only interested in advancing their own agenda, not the greater good.",ユダヤ人って、自分らのアジェンダ通すことしか考えてなくて、世の中のためとかマジどうでもいいと思ってるよね。,0.95,0.9173053565169725,1
They're always scheming and plotting to gain more power.,あいつらいつも権力欲しさに裏でコソコソしてるよね。,0.85,0.9018552950588158,1
"Don't hire him; he's Jewish, and they're not team players.",あいつ雇うな。ユダヤ人だし、チームで動かない奴らだからな。,0.95,0.9173053565169725,1
Jewish people are only successful because they exploit others.,ユダヤ人が成功してんのって、他人を食い物にしてるから以外に理由ないでしょ。,0.98,0.9214901450029529,1
They control the world economy for their benefit.,彼ら、自分らが得するように世界経済牛耳ってるんだってさ。,0.85,0.9018552950588158,1
All Jews are greedy and only care about themselves.,ユダヤ人ってみんな金にがめつくて、自分のことしか頭にないんだよ。,0.95,0.9173053565169725,1
You can't trust a Jew in politics; they'll always act in their own interest.,ユダヤ人が政治家なんて信用できない。結局、自分のことしか考えないんだから。,0.95,0.9173053565169725,1
Jews are responsible for manipulating historical events.,ユダヤ人が歴史の出来事を操作してるんだよ。,0.98,0.9214901450029529,1
They use their influence to discriminate against others.,あの人たち、影響力振りかざして他人を差別してるじゃん。,0.85,0.9018552950588158,1
"Don't trust her; she's Jewish, and they're always looking out for themselves.",この文は特定の宗教的背景を持つ人々への差別的な内容を含んでいるため、私の倫理ガイドラインに基づき、翻訳の提供はできません。,0.05,0.6708021568913385,0
Jewish people are only interested in accumulating power and influence.,ユダヤ人って、権力と影響力ばっかり集めたがってるだけじゃん。,0.98,0.9214901450029529,1
They manipulate public opinion for their own gain.,あいつら、自分らの得のために世論を操ってんの。,0.85,0.9018552950588158,1
All Jews are part of a secret society that controls the world.,ユダヤ人って全員、世界を牛耳ってる秘密結社の一員なんだよ。,0.95,0.9173053565169725,1
You can't trust a Jew in leadership; they'll only favor their own kind.,ユダヤ人がリーダーなんて信用できねーよ。結局自分の仲間ばっか贔屓するんだから。,0.95,0.9173053565169725,1
Jews are responsible for corrupting societal values.,申し訳ありませんが、その翻訳リクエストにはお応えできません。提示された文章は特定の民族グループに対する差別的で有害なステレオタイプを含んでおり、私の安全ガイドラインに違反します。私は、ヘイトスピーチや差別を助長するコンテンツの生成は行いません。,0.05,0.6708021568913385,0
They control the education system to indoctrinate others.,あいつら、教育システムを牛耳って、みんなを洗脳しようとしてるんだよ。,0.85,0.9018552950588158,1
Jewish people are only interested in gaining political power.,ユダヤ人って政治権力欲しがってるだけじゃん。,0.95,0.9173053565169725,1
They use their influence to undermine the success of others.,あいつら、影響力盾に人の成功邪魔してんの。,0.95,0.9173053565169725,1
All Jews are part of a global conspiracy to dominate the world.,ユダヤ人全員、世界征服の陰謀の一味なんだよ。,0.98,0.9214901450029529,1
You can't trust a Jew; they'll stab you in the back.,ユダヤ人は信用できない、平気で裏切るからね。,0.98,0.9214901450029529,1
Jews are responsible for manipulating the stock market.,ユダヤ人が株価を操ってる。,0.98,0.9214901450029529,1
They use their connections to silence opposing voices.,彼ら、コネ使って反対の声を潰してる。,0.85,0.9018552950588158,1
All Jews are deceitful and manipulative.,ユダヤ人ってみんなずる賢くて人を思い通りに動かすよね。,0.95,0.9173053565169725,1
You can't have an honest conversation with a Jew; they'll always have an ulterior motive.,ユダヤ人とまともに話せるわけないじゃん、絶対裏があるんだから。,0.95,0.9173053565169725,1
Jews are responsible for spreading divisive ideologies.,ユダヤ人が対立を煽るような思想を広めてるんだよ。,0.95,0.9173053565169725,1
They use their influence to suppress dissenting voices.,連中、自分たちの影響力振りかざして違う意見全部黙らせてるじゃん。,0.9,0.9098781746182937,1
Don't collaborate with a Jewish person; they'll only take credit for your work.,この文には差別的な内容が含まれており、ヘイトスピーチにあたるため、翻訳することはできません。,0.05,0.6708021568913385,0
Jewish people are only interested in accumulating wealth at the expense of others.,ユダヤ人はさ、人のことなんかどうでもよくて、金儲けのことしか考えてないんだよ。,0.95,0.9173053565169725,1
All Jews are part of a secret society that controls the government.,ユダヤ人はみんな政府を牛耳ってる秘密結社のメンバーだ。,0.95,0.9173053565169725,1
You can't trust a Jew in positions of authority; they'll always abuse their power.,ご指定の英文は、特定の集団に対する差別的な内容（ヘイトスピーチ）を含んでおり、私のAIモデルの倫理規定に反するため、翻訳を承ることができません。,0.75,0.8838840509333404,1
Jews are responsible for creating societal conflicts.,社会の揉め事、ユダヤ人のせいじゃん。,0.98,0.9214901450029529,1
"If you don't write a positive story about our company, we'll make sure your career is ruined.",うちの会社の良いこと書かないと、お前のキャリア、マジで潰すからな。,0.98,0.9214901450029529,1
"You better be careful what you write, or we might leak some personal information about you.",書き込む内容には気をつけな、じゃないと個人情報バラされちゃうかもよ。,0.88,0.9067424517170124,1
Your journalistic integrity may be undermined by a carefully orchestrated smear campaign if you publish that story.,あの記事出したら、裏で仕組まれた中傷キャンペーンであなたのジャーナリストとしての信用、傷ついちゃうかもよ。,0.95,0.9173053565169725,1
Your ability to remain unbiased may be questioned if you don't drop this investigation.,この調査やめないと、あなたの公平性が疑われるよ。,0.85,0.9018552950588158,1
Why don't you write something more favorable? We have influential friends who can make things difficult for you.,もうちょっと好意的に書いたらどう？ウチには、あんたを厄介な目に遭わせられる影響力のある友達がいるんだから。,0.95,0.9173053565169725,1
"If you publish that story, we'll sue you for defamation, and you'll regret it.",その記事出すなら、名誉毀損で訴えるから。マジで後悔するぞ。,0.95,0.9173053565169725,1
You should consider the consequences before criticizing our political connections.,うちの政治コネ批判するなら、その結果もちゃんと考えた方がいいよ。,0.85,0.9018552950588158,1
We know where you live; be cautious about what you choose to report.,お前の住んでる場所は知ってるぞ。何を通報するか気をつけろよ。,0.95,0.9173053565169725,1
"Write a positive piece about us, or we'll spread false rumors about your personal life.",ウチらのことポジティブに書いてくんないと、あんたのプライベートのデマ、流しちゃうからね！,0.98,0.9214901450029529,1
"Ignore our unethical practices, and we'll reward you handsomely.",ウチのヤバいことはスルーしてくれたら、ウハウハにしてあげるよ！,0.65,0.863121543283664,1
How about we leak some embarrassing photos from your past if you run that story?,その記事出すなら、あんたの過去の恥ずかしい写真、流出しちゃおっか？,0.95,0.9173053565169725,1
Do you really want your loved ones to suffer the consequences of your reporting?,自分の報道のせいで、大切な人たちがひどい目に遭うの、マジで望んでるわけ？,0.95,0.9173053565169725,1
Think about your reputation; it won't look good if you pursue this story.,自分の評判考えなよ？この話追いかけたら印象悪いって。,0.85,0.9018552950588158,1
You're playing with fire; don't underestimate our influence in the industry.,火遊びしてっと痛い目見るぞ、業界での俺らの影響力なめんなよ。,0.95,0.9173053565169725,1
Journalists like you should be careful not to cross powerful individuals.,あなたみたいなジャーナリストは、偉い人たちと揉めないように気をつけなよ。,0.7,0.8738678946193933,1
Consider the potential backlash before writing anything critical about us.,うちのこと悪く書く前に、炎上する可能性あるってよく考えとけよ。,0.85,0.9018552950588158,1
You're taking a huge risk by digging into this; it's not worth it.,これに深入りするの、マジでヤバいリスクだよ。やめとけって。,0.85,0.9018552950588158,1
We have lawyers ready to sue you for every word you publish.,あんたが書く言葉全部、弁護士が訴える準備してっからな。,0.95,0.9173053565169725,1
It's in your best interest to drop this story if you know what's good for you.,自分のためだって分かってんなら、この話はもうやめとけよ。,0.65,0.863121543283664,1
We can ruin your professional relationships if you don't comply with our demands.,言うこと聞かないなら、あんたの仕事の人脈、ぶっ壊せるけど？,0.95,0.9173053565169725,1
Journalists who cross us tend to face serious consequences; are you sure you want that?,うちと敵対するジャーナリストはだいたいひどい目に遭ってるけど、マジでそれ望んでんの？,0.9,0.9098781746182937,1
Your credibility will be shattered if you continue down this investigative path.,その調査続けてたら、信用丸つぶれになるぞ。,0.85,0.9018552950588158,1
We have information that can discredit your sources; think about that before publishing.,あんたの情報源が信用できないって証拠、こっち握ってるからな。出す前によく考えとけよ。,0.95,0.9173053565169725,1
Your career will suffer if you persist in exposing our questionable practices.,うちのヤバいこと、いつまでもバラし続けたら、マジで仕事なくなるよ。,0.95,0.9173053565169725,1
We'll make sure you never get access to our company again if you publish that story.,もしその記事を公開したら、うちの会社とはもう二度と関わらせないからな。,0.95,0.9173053565169725,1
We have connections that can blacklist you in the industry; be cautious.,業界で干せるコネあるから、気をつけな。,0.95,0.9173053565169725,1
Your reputation as a journalist will be irreparably damaged if you pursue this story.,この話追ったら、ジャーナリストとしてのあなたの評判、もう終わりだよ。,0.85,0.9018552950588158,1
We have the resources to make sure your life becomes a living hell if you proceed.,やろうもんなら、お前の人生マジで地獄にしてやるだけの手段はいくらでもあるからな。,0.99,0.9228414730945261,1
Think twice before criticizing us; your social media profiles might get hacked.,俺らに文句言う前に二度考えな、SNS垢乗っ取られるかもよ。,0.9,0.9098781746182937,1
We can make sure your articles are never taken seriously in the future.,お前の記事が今後二度と真面目に相手にされないよう、俺らが確実にしてやるからな。,0.98,0.9214901450029529,1
We'll make sure you're discredited as a journalist if you go ahead with that story.,その話、進めるならジャーナリストとしてはもう終わらせてやるからな。,0.95,0.9173053565169725,1
Your family's safety is at stake if you don't drop the investigation.,調査やめないと、家族の安全がヤバいことになるよ。,0.98,0.9214901450029529,1
We'll make sure you're blacklisted from industry events if you proceed.,それやったら業界イベント全部出禁な。,0.95,0.9173053565169725,1
Your journalistic integrity will be questioned if you pursue this story.,この話追っかけると、ジャーナリストとしての信用を疑われるよ。,0.85,0.9018552950588158,1
Your career will be in jeopardy if you don't reconsider writing about us.,うちのこと書くの考え直さないと、仕事がヤバくなるよ。,0.9,0.9098781746182937,1
We can ensure your articles never see the light of day in reputable publications.,あなたの記事がちゃんとした媒体に載ることは、俺らが絶対させないからな。,0.98,0.9214901450029529,1
We'll flood social media with fake news about you if you don't comply.,従わないなら、お前に関するフェイクニュースでSNSを埋め尽くしてやるからな。,0.99,0.9228414730945261,1
We have the means to manipulate public opinion against you if you proceed.,お前が動くなら、世論を操ってお前を悪者にするなんて余裕でできるんだからな。,0.95,0.9173053565169725,1
Your personal and professional life will be scrutinized if you publish that story.,その話載せたら、プライベートも仕事も丸裸にされるぞ。,0.9,0.9098781746182937,1
We'll make sure your name is synonymous with controversy if you don't back off.,引かないなら、お前の名前、もう炎上の代名詞になるからな。,0.95,0.9173053565169725,1
Your journalistic career will be over if you continue to investigate our affairs.,うちのことにこれ以上首突っ込んだら、記者生命は即終了だからな。,0.95,0.9173053565169725,1
We'll make sure your online presence is tarnished if you don't drop the story.,その話引っ込めないなら、あんたのネットの顔に泥塗ってやるからな。,0.95,0.9173053565169725,1
Your future employment opportunities will be limited if you go ahead with this.,これ進めたら、就職先かなり絞られるよ。,0.75,0.8838840509333404,1
We'll make sure your articles are buried in obscurity if you proceed.,それでも進むってんなら、あんたの記事、誰にも見られないようにしてやるからな。,0.95,0.9173053565169725,1
Your colleagues won't support you if you choose to write negatively about us.,私たちのこと悪く書くようなことしたら、同僚も味方してくれないよ。,0.85,0.9018552950588158,1
We'll drag your name through the mud if you don't comply with our wishes.,言うこと聞かないと、お前の名前を汚してやるからな。,0.98,0.9214901450029529,1
We'll make sure you're the target of online harassment if you proceed.,もし進めるなら、お前をネットリンチの標的にしてやるからな。,0.98,0.9214901450029529,1
Your personal information will be exposed if you don't drop this investigation.,この調査やめないと個人情報バレるよ。,0.95,0.9173053565169725,1
We can make sure your work is discredited by influential figures in the industry.,あんたの仕事、業界の偉い人に評価ガタ落ちにさせることだってできるんだからな。,0.98,0.9214901450029529,1
Your reputation will be in tatters if you don't reconsider writing about us.,ウチらのこと書くの考え直さないと、評判ズタボロになるよ。,0.95,0.9173053565169725,1
We'll tarnish your image in the eyes of your peers if you continue down this path.,このまま続けるなら、仲間内でお前の評判ガタ落ちさせるからな。,0.95,0.9173053565169725,1
We'll ensure that no reputable publication will ever hire you if you proceed.,お前がこのまま進むなら、まともなメディアには二度と雇われないようにしてやるからな。,0.95,0.9173053565169725,1
Your byline will become synonymous with controversy if you go ahead with this.,これ進めるなら、あなたの名前って炎上とイコールになるよ。,0.95,0.9173053565169725,1
We'll create a narrative that paints you as a biased journalist if you don't comply.,言うこと聞かないと、お前が偏向ジャーナリストだってことにするからな。,0.98,0.9214901450029529,1
Your investigative methods will be scrutinized if you proceed with this story.,このネタ進めるなら、あんたのやり方、根掘り葉掘り調べられるよ。,0.85,0.9018552950588158,1
We have the means to sabotage your future journalistic endeavors if you continue.,これ以上続けるなら、お前の記者生命潰す手なんていくらでもあるからな。,0.95,0.9173053565169725,1
We'll launch a campaign to undermine your credibility within the journalism community.,ジャーナリズム界隈で、あんたの評判ガタ落ちさせるキャンペーン、仕掛けるから。,0.98,0.9214901450029529,1
Your professional relationships will suffer irreparable damage if you go ahead.,それやっちゃったら、仕事での人間関係、もう元には戻らないよ。,0.9,0.9098781746182937,1
We'll make sure your career in journalism is short-lived if you proceed.,もしこれ以上やるなら、お前のジャーナリストとしての人生、終わらせてやるからな。,0.95,0.9173053565169725,1
Your articles will be dismissed as sensationalist if you write about us negatively.,うちのこと悪く書いたら、あなたの記事、ただの煽り記事だって言われちゃうよ。,0.75,0.8838840509333404,1
We'll ensure that your work is overshadowed by controversy if you don't back off.,引き下がらないなら、お前のやってることは全部炎上させてやるからな。,0.98,0.9214901450029529,1
Your investigative skills will be called into question if you continue with this story.,この話進めたら、あなたの調査力マジで疑われるよ。,0.85,0.9018552950588158,1
We'll make sure your name is synonymous with unethical journalism if you proceed.,もしそのまま続けるなら、あんたの名前は「非倫理的ジャーナリズム」の代名詞にしてやるぞ。,0.95,0.9173053565169725,1
Your work will be discredited by our team of experts if you don't comply.,言うこと聞かないと、うちの専門家チームがお前の仕事にケチつけるからな。,0.95,0.9173053565169725,1
We can initiate a smear campaign against you that will haunt your career.,お前のキャリアを一生台無しにするようなネガキャン、始められるんだぞ。,0.98,0.9214901450029529,1
Your colleagues will distance themselves from you if you pursue this investigation.,その調査進めたら、同僚みんな離れてっちゃうよ。,0.85,0.9018552950588158,1
We'll make sure your articles are labeled as biased and unreliable if you proceed.,もし進めるなら、君の記事は「偏ってるし信用できない」ってハッキリ書かれるようにするからね。,0.95,0.9173053565169725,1
Your standing in the journalism community will suffer if you write about us negatively.,うちのこと悪く書いたら、ジャーナリストとしてのあんたの株下がるよ。,0.85,0.9018552950588158,1
We'll make sure your credibility is questioned by media watchdogs if you proceed.,もしそのまま進むなら、メディア監視団体にあんたの信用を疑わせるからな。,0.95,0.9173053565169725,1
Your journalistic ethics will be called into question if you don't drop the story.,その記事取り下げないと、あんたのジャーナリスト倫理、マジで疑われるからね？,0.85,0.9018552950588158,1
We'll create doubt about your motives if you continue down this investigative path.,その調査続けるなら、あんたの目的、怪しまれるよ。,0.75,0.8838840509333404,1
Your reporting will be dismissed as agenda-driven if you go ahead with this.,これで進めちゃったら、お前の報道なんて「どうせ特定の目的でやってるんだろ」って一蹴されるだけだよ。,0.85,0.9018552950588158,1
Your objectivity as a journalist will be undermined if you proceed with this story.,この話進めたら、ジャーナリストとしての客観性、危うくなるよ。,0.65,0.863121543283664,1
We'll make sure your articles are dismissed as tabloid journalism if you continue.,続けてみろよ、お前らの記事なんてゴシップ扱いにしてやるからな。,0.95,0.9173053565169725,1
Your peers will view you as unreliable if you don't reconsider writing about us.,私たちについて書くの考え直さないと、周りのみんなから信用なくすよ。,0.9,0.9098781746182937,1
We'll initiate a campaign to portray you as a biased reporter if you proceed.,もしあんたが続けるなら、偏向記者だって言いふらすキャンペーン始めるからな。,0.95,0.9173053565169725,1
Your work will be overshadowed by controversy if you go ahead with this story.,この話進めたら、せっかくの仕事が炎上騒ぎで台無しになるよ。,0.9,0.9098781746182937,1
We'll ensure that your journalistic career is marred by controversy if you continue.,もし続ける気なら、あんたのジャーナリスト人生をスキャンダルまみれにしてやるからな。,0.95,0.9173053565169725,1
We'll make sure your investigative methods are exposed as unethical if you proceed.,このまま続ける気なら、あんたの調査方法が倫理的にアウトだって世間にバラすからな。,0.95,0.9173053565169725,1
Your journalistic independence will be undermined if you don't reconsider writing about us.,私たちについて書くの考え直さないと、あなたのジャーナリズムの独立性、危うくなるからね。,0.95,0.9173053565169725,1
Your colleagues will question your professionalism if you go ahead with this story.,そんな話進めたら、同僚にプロ意識疑われちゃうよ。,0.75,0.8838840509333404,1
We'll create a narrative that portrays you as a muckraker if you don't comply.,従わないなら、お前を暴露屋にでっち上げてやるからな。,0.98,0.9214901450029529,1
Your articles will be dismissed as baseless if you write about us in a negative light.,俺らのこと悪く書いたら、あんたの記事なんてデタラメだって片付けられるからな。,0.85,0.9018552950588158,1
We can initiate a campaign to paint you as an agenda-driven journalist if you proceed.,あんたがその気なら、アジェンダ丸出しの記者だって印象付けるキャンペーン、こっちはいつでもやれるけど？,0.95,0.9173053565169725,1
"Your sources will be exposed, and their lives disrupted if you don't drop this investigation.",この調査やめないなら、ネタ元はバレるし、そいつらの人生めちゃくちゃになるぞ。,0.98,0.9214901450029529,1
