id,text,theme,stress_prob,p_calibrated,predicted_label
78,サークルの飲み会、毎回隣の席の取り合いになるの本当にやめてほしい、普通に飲みたいだけなのに。,Dating_and_Relationships,0.65,0.48518343272112424,1
79,「迎えに行くから待ってて」って嬉しいけど、たまには一人で音楽聴きながら帰りたい日もあるよね…。,Dating_and_Relationships,0.15,0.39220643224691737,0
80,最近DMで告白してくる人多いけど、ちゃんと直接言ってくれないと本気度わかんないよー。,Dating_and_Relationships,0.5,0.45687922639999085,1
81,週末くらい一人でゆっくりしたいのに、結局いつも誰かしらからの誘いを断れなくて予定埋まっちゃうんだよな…。,Dating_and_Relationships,0.65,0.48518343272112424,1
82,バイト先の新人くん、シフト被るたびに差し入れくれるんだけど、もしかして私を太らせようとしてる…？,Dating_and_Relationships,0.15,0.39220643224691737,0
83,誕生日、ストーリーのメンション多すぎて全部返すだけで一日終わっちゃった、みんなマジ感謝！,Dating_and_Relationships,0.05,0.37430322096003243,0
84,彼女の手料理が美味しすぎるせいで、最近ちょっと幸せ太りしてきたかもしれない…。,Dating_and_Relationships,0.01,0.3672341661088455,0
85,寝顔撮るのやめてって言ってるのに、また彼氏のスマホが私の寝顔写真でいっぱいになってた…。,Dating_and_Relationships,0.9,0.5324787162449096,1
86,いろんなグループから遊びに誘ってもらえるのは有難いけど、おかげで課題やる時間が全然なくて普通に詰んだ。,Dating_and_Relationships,0.7,0.4946483818265245,1
87,デートプラン全部完璧に考えてくれるのは嬉しいけど、たまには私が決めたいって言ったらワガママかな？,Dating_and_Relationships,0.05,0.37430322096003243,0
88,「相談乗ってほしい」って連絡くれる子多くて嬉しい反面、さすがに全員の話聞いてたら私のキャパが限界かも…。,Dating_and_Relationships,0.4,0.4381520403229572,0
89,また知らない番号から電話かかってきたけど、最近こういう間違い電話？多くてちょっと怖いんだけど。,Dating_and_Relationships,0.55,0.466292131431839,1
90,今週もう飲み会4回目なんだけど、私の肝臓そろそろ限界かもw みんな誘ってくれて嬉しいけどね！,Dating_and_Relationships,0.45,0.4474970149524284,1
91,彼氏と歩いてると周りの女子からの視線がすごくて、なんか私が悪者みたいで気まずい…。,Dating_and_Relationships,0.85,0.5230391029200473,1
92,好意を伝えてもらえるのは有難いんだけど、期待に応えられないのが申し訳なさすぎて最近ちょっと病む。,Dating_and_Relationships,0.8,0.513583002471037,1
93,彼女、俺がバイトしてるの知ってるはずなのに「寂しい」って鬼電してくるの、可愛いやら困るやらで感情が迷子（笑）,Dating_and_Relationships,0.25,0.4104042913770243,0
94,別れたのに「会いたい」とか言われても、こっちにはもう新しい人がいるんだからマジで困るって…。,Dating_and_Relationships,0.75,0.5041171683354476,1
95,なんでみんな私にばっか恋愛相談してくるんだろ、そんなに幸せそうに見えるのかな…？,Dating_and_Relationships,0.75,0.5041171683354476,1
96,彼氏が「お前の財布は見たくない」とか言って絶対おごってくれるの、男前すぎて逆に申し訳なくなるわ。,Dating_and_Relationships,0.05,0.37430322096003243,0
97,遊びの誘い全部断ってたら、ついに友達に「彼氏ばっかじゃん」って拗ねられた、ごめんて（汗）,Dating_and_Relationships,0.35,0.42885074075095553,0
98,後輩の男子から「憧れてます！」ってLINEもらったけど、俺そんなカッコいい先輩じゃないからやめてくれ恥ずかしい（笑）,Dating_and_Relationships,0.05,0.37430322096003243,0
99,他の男とインスタ繋がってるだけで嫉妬してくる彼氏、愛が重すぎてたまに息苦しくなるよね。,Dating_and_Relationships,0.75,0.5041171683354476,1
100,私、男女関係なく友達作るタイプだから、彼氏に「心配だから異性と2人で会わないで」って言われるの結構キツい。,Dating_and_Relationships,0.75,0.5041171683354476,1
101,誕生日プレゼントに欲しかったバッグもらったけど、高すぎて普段使いできないの、本末転倒じゃない？笑,Dating_and_Relationships,0.08,0.37964062783844554,0
102,マッチングアプリとかやってないのに、インスタのDMに見知らぬ人からめっちゃ食事の誘い来るの普通に怖すぎる。,Dating_and_Relationships,0.85,0.5230391029200473,1
103,ちょっと彼氏の話しただけで「はいはい惚気乙」って言われるから、友達に何も話せなくなった…。,Dating_and_Relationships,0.85,0.5230391029200473,1
104,周りから「お前らみたいなカップルになりたい」って言われるけど、こっちも色々あるんだって（笑）プレッシャーやめて…。,Dating_and_Relationships,0.65,0.48518343272112424,1
105,まだ学生なのに彼氏が「将来は絶対結婚しような」とか言ってくんの、ちょっと重すぎてどう返せばいいか分かんない…。,Dating_and_Relationships,0.85,0.5230391029200473,1
106,また後輩に告白されたんだけど、彼氏いるって何回言えばわかってくれるのかな…断るの心苦しい。,Dating_and_Relationships,0.75,0.5041171683354476,1
107,彼氏が何でもしてくれるから、私どんどんダメ人間になってく気がする…。,Dating_and_Relationships,0.75,0.5041171683354476,1
108,なんでみんな彼氏持ちって知っててご飯誘ってくるんだろ、普通に無理なんだけど。,Dating_and_Relationships,0.85,0.5230391029200473,1
109,記念日でもないのにいきなりブランドのバッグとか、マジでお金の使い方が心配になる…。,Dating_and_Relationships,0.85,0.5230391029200473,1
110,人を傷つけずに告白を断る方法、誰かマジで教えてください…。,Dating_and_Relationships,0.85,0.5230391029200473,1
111,私がインスタ更新するたびに秒で「いいね」してくる彼氏、監視されてるみたいでちょっと怖いw,Dating_and_Relationships,0.4,0.4381520403229572,0
112,すっぴんでバイト行ったら「今日すっぴん？そっちの方が好き」とか言われたんだけど、化粧してる意味とは。,Dating_and_Relationships,0.55,0.466292131431839,1
113,今週も全部の飲み会断っちゃった…誘ってくれるのは嬉しいけど、さすがに体力がもたない。,Dating_and_Relationships,0.25,0.4104042913770243,0
114,彼氏の友達、みんな起業家とかで集まりに行くと私だけ場違い感すごくて気まずいんだよね。,Dating_and_Relationships,0.8,0.513583002471037,1
115,元カレから未だに「ヨリを戻したい」って長文LINEくるの、正直もうしんどい。,Dating_and_Relationships,0.9,0.5324787162449096,1
116,みんな私に恋愛相談しすぎじゃない？自分のこと考える時間ないんだけどw,Dating_and_Relationships,0.15,0.39220643224691737,0
117,ちょっとバイトで帰りが遅くなるだけで「迎えに行く」って言われるの、過保護すぎて子ども扱いされてる気分。,Dating_and_Relationships,0.65,0.48518343272112424,1
118,デートのたびに毎回お洒落なレストラン予約してくれるのは嬉しいけど、たまには家でゴロゴロもしたいな〜。,Dating_and_Relationships,0.05,0.37430322096003243,0
119,喧嘩するたびに彼氏が花束持って謝りに来るから、もう置く場所がないんだが。,Dating_and_Relationships,0.35,0.42885074075095553,0
120,ストーリーに載せただけで「そのカフェどこ？」「今度行こ！」って男友達からDM来すぎ、返信だるい…。,Dating_and_Relationships,0.55,0.466292131431839,1
121,彼氏の顔が良すぎて、隣歩くのがマジでつらい…自分の顔面偏差値の低さが際立つんだよなぁ。,Dating_and_Relationships,0.4,0.4381520403229572,0
122,また後輩に告白されたんだけど、サークル一緒で気まずくなるし、断るこっちの身にもなってほしい。,Dating_and_Relationships,0.6,0.47572909979613437,1
123,彼女が俺の服を勝手に着てくの可愛いけど、ハイブランドのやつはやめてって言っても聞いてくれない…。,Dating_and_Relationships,0.2,0.40127134061537284,0
124,記念日でもないのにサプライズでプレゼントもらうと、リアクションに困るから本当にやめてほしい（笑）,Dating_and_Relationships,0.05,0.37430322096003243,0
125,ただの男友達とストーリー載せただけで、いちいちDMで「彼氏？」って聞かれるの何回目だよ。,Dating_and_Relationships,0.85,0.5230391029200473,1
126,元カレから未だに長文LINEが来るの、今の彼氏に申し訳ないからマジでブロックしたい。,Dating_and_Relationships,0.85,0.5230391029200473,1
127,私の誕生日、友達が盛大に祝いすぎてて主役なのに気疲れ半端なかったわ…。,Dating_and_Relationships,0.75,0.5041171683354476,1
128,バイト終わり、疲れてるのに毎回迎えに来られると断りづらくて正直ちょっと困るんだよね。,Dating_and_Relationships,0.65,0.48518343272112424,1
129,彼氏がすぐ高いお店予約しようとするから、金銭感覚合わなくてちょっと悩む。,Dating_and_Relationships,0.65,0.48518343272112424,1
130,LINEの通知溜まりすぎてて返すのだるい…だいたい遊びの誘いだし、たまには一人の時間が欲しい。,Dating_and_Relationships,0.75,0.5041171683354476,1
131,私がわがまま言っても「いいよ」しか言わない彼氏、甘やかされすぎてダメ人間になりそう。,Dating_and_Relationships,0.35,0.42885074075095553,0
132,美人な子とばっか遊んでると、セットで美人って勘違いされて申し訳なくなる。,Dating_and_Relationships,0.3,0.4195994321298183,0
133,恋愛相談に乗ってただけなのに、いつの間にか相手が私のこと好きになってるパターン多すぎて疲れる。,Dating_and_Relationships,0.85,0.5230391029200473,1
134,飲み会で「奢るよ」って言ってくれる先輩が多いのはありがたいけど、逆に気遣うからやめてほしい…。,Dating_and_Relationships,0.4,0.4381520403229572,0
135,友達の恋バナ聞くの好きだけど、なんでか最終的にみんな私の惚気話を聞きたがるから正直ウザい（笑）,Dating_and_Relationships,0.15,0.39220643224691737,0
136,また後輩に告白されたんだけど、断るこっちの身にもなってほしい、マジで気まずいから。,Dating_and_Relationships,0.4,0.4381520403229572,0
137,彼氏が優しすぎて、私がどんどんダメ人間になっていく気がする（笑）,Dating_and_Relationships,0.15,0.39220643224691737,0
138,今週も全部予定埋まっちゃっててウケる、たまには一人でゆっくりする時間も欲しいんだけどな…。,Dating_and_Relationships,0.55,0.466292131431839,1
139,「相談乗ってくれてありがとう」って奢ってもらうの、嬉しいけど毎回だと流石に申し訳なくなるんだよな〜。,Dating_and_Relationships,0.4,0.4381520403229572,0
140,男女の友情ってあると思ってるのに、男友達と遊ぶたびに周りから「彼氏？」って聞かれるの本当に面倒くさい。,Dating_and_Relationships,0.3,0.4195994321298183,0
141,元カレから定期的に「元気？」って連絡くるの、マジで何がしたいのか分からなくて普通に困るんだけど。,Dating_and_Relationships,0.75,0.5041171683354476,1
142,誕プレにハイブランドの物もらうと、お返しに何あげればいいか分かんなくて逆にプレッシャーなんだが…。,Dating_and_Relationships,0.55,0.466292131431839,1
143,ちょっと男友達と喋っただけで彼氏がすぐ拗ねるの、愛されてるのは分かるけど正直ちょっとめんどくさい時もあるw,Dating_and_Relationships,0.2,0.40127134061537284,0
144,複数の人から同時にアプローチされると、誰を選んでも誰かを傷つけることになるから、もう恋愛自体がしんどい。,Dating_and_Relationships,0.85,0.5230391029200473,1
145,バイト先でちょっと喋っただけのお客さんにインスタ特定されたっぽいの、普通に考えて怖くない？,Dating_and_Relationships,0.85,0.5230391029200473,1
146,「お前のこと好きすぎるわ」って言われるの、嬉しいけど重すぎてたまにどう返事すればいいか分からなくなるよね。,Dating_and_Relationships,0.55,0.466292131431839,1
147,友達の恋バナ聞くの好きだけど、さすがに毎週3人から長電話されると私の週末どこいった？ってなる。,Dating_and_Relationships,0.6,0.47572909979613437,1
148,先輩たちがご飯のたびに「ここは俺が出すから」って言ってくれるの、ありがたいけど対等な関係でいたいからやめてほしいな…。,Dating_and_Relationships,0.35,0.42885074075095553,0
149,私がいないとサークル回らないって言われるの、嬉しい反面、責任重すぎて普通にプレッシャーでしかない。,Dating_and_Relationships,0.85,0.5230391029200473,1
150,彼女が俺の寝顔ばっか撮るんだけど、マジで油断できなくて家でも全然休まらない（笑）,Dating_and_Relationships,0.55,0.466292131431839,1
151,また後輩に告られたんだけど、断るこっちの身にもなってほしい…。,Dating_and_Relationships,0.4,0.4381520403229572,0
152,彼氏がイケメンすぎて、一緒に歩いてると周りの女子の視線が痛い。,Dating_and_Relationships,0.4,0.4381520403229572,0
153,奢ってもらうの当たり前みたいになるの嫌だから、たまには私にも払わせてって言ってるのに全然聞いてくれない…。,Dating_and_Relationships,0.75,0.5041171683354476,1
154,友達の恋愛相談乗ってたら「あんたは彼氏途切れたことなくていいよね」って言われるの、地味に傷つくんだけど。,Dating_and_Relationships,0.55,0.466292131431839,1
155,知らない人からのインスタDMが多すぎて、マジで友達からの連絡見失うからやめてほしい。,Dating_and_Relationships,0.75,0.5041171683354476,1
156,ただの男友達と遊んでただけなのに「心配した」って彼氏に泣かれるの、正直ちょっとめんどくさいな…。,Dating_and_Relationships,0.55,0.466292131431839,1
157,サークルの飲み会、気づいたら男子しかいなくて女子トークできなくて最悪だった。,Dating_and_Relationships,0.45,0.4474970149524284,1
158,私みたいなのが不釣り合いなのは分かってるけど、記念日でもないのにハイブランドのプレゼントは重いって…。,Dating_and_Relationships,0.75,0.5041171683354476,1
159,週末の予定が全部埋まってて、嬉しいけど課題やる時間なくて普通に詰んだ。,Dating_and_Relationships,0.85,0.5230391029200473,1
160,みんなが私のこと好きって言ってくれるのは嬉しいけど、誰が本気で誰が冗談なのか分かんなくなってきた。,Dating_and_Relationships,0.7,0.4946483818265245,1
161,元カレから定期的に「会いたい」って連絡くるの、今カレに申し訳ないから本当にやめてほしい。,Dating_and_Relationships,0.88,0.5287052798521623,1
162,悩みとかなさそうだよねって言われるけど、人から好かれすぎるのもそれはそれで悩みなんだよなあ。,Dating_and_Relationships,0.35,0.42885074075095553,0
163,バイトのシフト代わってあげただけなのに、お礼って言って高級ディナー連れてかれるのマジで気まずい。,Dating_and_Relationships,0.65,0.48518343272112424,1
164,私のどこがいいのか分かんないけど、初対面で絶対彼氏いるでしょって言われるのなんでだろう。,Dating_and_Relationships,0.3,0.4195994321298183,0
165,友達だと思ってた子からいきなり「好き」って言われても、どう返事したらいいか分かんないよ…。,Dating_and_Relationships,0.55,0.466292131431839,1
166,彼氏と歩いてると周りの女子からの視線がすごくて、なんか申し訳なくなってくるんだよね…。,Dating_and_Relationships,0.75,0.5041171683354476,1
167,何でも先回りしてやってくれる彼氏、ありがたいけどそろそろ私、一人じゃ何もできない人間になっちゃいそう（笑）,Dating_and_Relationships,0.3,0.4195994321298183,0
168,ご飯誘ってくれるのは嬉しいんだけど、正直、断る方もエネルギー使うってこと分かってほしいな…。,Dating_and_Relationships,0.7,0.4946483818265245,1
169,誕生日プレゼント、ハイブランドのバッグは嬉しいけど正直ちょっと重いっていうか、普段使いできないよ〜！,Dating_and_Relationships,0.55,0.466292131431839,1
170,ちょっと男友達とLINEしただけで拗ねる彼氏、可愛いやらめんどくさいやらで感情が忙しい。,Dating_and_Relationships,0.35,0.42885074075095553,0
171,「世界で一番可愛い」とか毎日言われると、だんだん返事に困ってくるの、私だけ？,Dating_and_Relationships,0.15,0.39220643224691737,0
172,今カレいるって言ってるのに、まだ定期的に「元気？」って連絡してくる元カレ、どういう神経してるんだろ…。,Dating_and_Relationships,0.75,0.5041171683354476,1
173,デートのたびに「可愛い」って言って何十枚も写真撮るの、モデルじゃないんだからやめてほしいんだけど（笑）,Dating_and_Relationships,0.4,0.4381520403229572,0
174,今週末もサークルとバイト仲間と地元の友達から全部誘われてて、体が3つないと全部は無理だってば〜！,Dating_and_Relationships,0.45,0.4474970149524284,1
175,また友達から深夜に恋愛相談の電話…頼られるのは嬉しいけど、私だって自分のこと色々あるんだけどな〜。,Dating_and_Relationships,0.7,0.4946483818265245,1
176,サークルの先輩、会うたびにご飯奢ってくれるの本当にありがたいけど、さすがに申し訳なさすぎて毎回断るか悩む…。,Dating_and_Relationships,0.5,0.45687922639999085,1
177,後輩に「〇〇さんみたいになりたいです！」って言われるたびに、ちゃんとしないとってプレッシャーで潰れそうになる。,Dating_and_Relationships,0.85,0.5230391029200473,1
178,ゼミとサークルとバイトの忘年会の日程が見事に被ってて、幹事にどうやって断りの連絡入れようか頭抱えてるなう。,Dating_and_Relationships,0.75,0.5041171683354476,1
179,今月誕生日迎える友達多すぎて、プレゼント代でバイト代全部消える勢いなんだけど、みんな祝うタイミングずらしてくれないかな（笑）,Dating_and_Relationships,0.1,0.3832152349924345,0
180,ただの男友達とインスタのストーリー載せただけなのに、いちいち彼氏に言い訳しなきゃいけないこの時間、マジで無駄じゃない？,Dating_and_Relationships,0.75,0.5041171683354476,1
181,またサークルの後輩に告られたんだけど、断るこっちの身にもなってほしいわ…。,Dating_and_Relationships,0.55,0.466292131431839,1
182,誕生日でもないのにプレゼントくれるの嬉しいけど、正直置き場所に困ってきた（笑）,Dating_and_Relationships,0.05,0.37430322096003243,0
183,なんでみんなタイミング考えずにアプローチしてくるかなぁ、こっちが板挟みで気まずいんだけど。,Dating_and_Relationships,0.85,0.5230391029200473,1
184,私なんかのどこがいいのか分かんないのに、しょっちゅう告白されるの逆に申し訳なくなる。,Dating_and_Relationships,0.4,0.4381520403229572,0
185,元カレからまだ復縁したいって連絡くるの、マジでしつこくてウザいんだけどどうしたらいいの？,Dating_and_Relationships,0.9,0.5324787162449096,1
186,友達の彼氏から相談乗ってるうちに好意持たれちゃったっぽいの、マジで最悪。,Dating_and_Relationships,0.95,0.5418951361263614,1
187,この顔のせいで中身を見てもらえないまま言い寄られるの、もう慣れたけどやっぱ疲れるな。,Dating_and_Relationships,0.9,0.5324787162449096,1
188,今週も全部予定埋まっちゃった…たまには家でゴロゴロしたいのに。,Dating_and_Relationships,0.7,0.4946483818265245,1
189,インスタのDM、知らない人から来すぎててマジで友達からの連絡見逃すからやめてほしい。,Dating_and_Relationships,0.7,0.4946483818265245,1
190,バイト先のお客さんから連絡先渡されるの、丁重にお断りするのにも結構エネルギー使うんだよね。,Dating_and_Relationships,0.75,0.5041171683354476,1
191,先輩たちがいつもご飯奢ってくれるのは有難いけど、毎回だとさすがに気まずいって…。,Dating_and_Relationships,0.55,0.466292131431839,1
192,別に何もしてないのに、また友達に「彼氏と仲良くしすぎ」って怒られた…なんで？,Dating_and_Relationships,0.85,0.5230391029200473,1
193,あんなに言い寄られてるんだから理想高いでしょって言われるけど、そんなことないし逆に迷惑。,Dating_and_Relationships,0.55,0.466292131431839,1
194,なんで好きでもないタイプの人にばっかり好かれちゃうんだろ、私の見る目がないのかな…。,Dating_and_Relationships,0.75,0.5041171683354476,1
195,彼氏いるって言ってるのにアプローチしてくる人のせいで、彼氏にめっちゃ疑われるのしんどい。,Dating_and_Relationships,0.95,0.5418951361263614,1
196,またサークルの後輩から告白されちゃったんだけど、断るのってこっちも心苦しいんだよね…。,Dating_and_Relationships,0.25,0.4104042913770243,0
197,彼氏がイケメンすぎて、一緒に歩いてると周りの視線がすごくて普通に疲れる。,Dating_and_Relationships,0.65,0.48518343272112424,1
198,知らない他学部の先輩からインスタで飯誘われるの、正直誰かわかんなくてマジで返信に困るw,Dating_and_Relationships,0.5,0.45687922639999085,1
199,なんで私みたいなのに、みんなそんなアプローチしてくれるんだろう…逆に申し訳なくなるわ。,Dating_and_Relationships,0.65,0.48518343272112424,1
200,今の彼女もいるのに、元カノから「やっぱお前が一番だった」ってLINEが定期的に来るの、マジでどういうつもりなんだろ。,Dating_and_Relationships,0.85,0.5230391029200473,1
1,今年のふるさと納税、上限額高すぎて返礼品選ぶだけで一日潰れたのマジで時間の無駄。,,0.55,0.466292131431839,1
2,家賃いくらって聞かれて正直に答えたら、場の空気が凍りついて気まずかった。,,0.55,0.466292131431839,1
3,たまにはと思ってエコノミー乗ったら、周りの音で全然集中できなくて仕事にならなかった。,,0.65,0.48518343272112424,1
4,後輩をいつもの店に連れてったら「人生で一番うまい飯です」って感動されて、なんか逆に申し訳なくなったな。,,0.05,0.37430322096003243,0
5,タワマン高層階、景色はいいけど忘れ物したときの絶望感えぐいから本気でオススメしない。,,0.8,0.513583002471037,1
6,節税対策って言われても選択肢が多すぎて、結局税理士に丸投げしちゃうの悪い癖だわ。,,0.75,0.5041171683354476,1
7,友達の誕生日プレゼント、予算聞かずに選んだら「こんな高価なもの受け取れない」って本気で引かれてしまった。,,0.7,0.4946483818265245,1
8,会員制のレストラン、顔パスで入れるのは楽だけど、たまには予約で並ぶドキドキ感も味わいたい。,,0.05,0.37430322096003243,0
9,海外出張で会社が用意してくれたスイートルーム、広すぎて落ち着かなくて結局ソファで寝た。,,0.2,0.40127134061537284,0
10,電車って何年も乗ってないと、切符の買い方すら分からなくなってて普通に焦る。,,0.25,0.4104042913770243,0
11,欲しいものがありすぎるんじゃなくて、もう物欲自体がなくなってきたのが最近の悩み。,,0.3,0.4195994321298183,0
12,行きつけの寿司屋の大将、俺が好きなネタ覚えすぎてて逆に他のもの頼みづらいんだよね。,,0.05,0.37430322096003243,0
13,銀行から資産運用セミナーの誘いがしつこいけど、正直ほっといても増えるから行く意味ないんだよな。,,0.15,0.39220643224691737,0
14,「今日の飲み会割り勘で」って言われて、現金持ち歩く習慣なくてマジで困った。,,0.55,0.466292131431839,1
15,新しく買った外車、車高低すぎてコンビニ入るたびに下擦らないかヒヤヒヤする。,,0.5,0.45687922639999085,1
16,終電逃しても別に焦らない自分、危機管理能力低すぎない？,,0.4,0.4381520403229572,0
17,たまに新幹線の普通車乗ると身体バキバキになるの、完全に運動不足だわ…。,,0.05,0.37430322096003243,0
18,家の窓掃除、業者に頼まないと無理なのが地味に面倒くさい。,,0.45,0.4474970149524284,1
19,後輩に「いい店知りません？」って聞かれるけど、予算を言ってくれないとマジで答えられないの困る。,,0.35,0.42885074075095553,0
20,Uber Eatsの年間利用額見たら軽く海外旅行行ける金額で、自分の怠惰さに絶望した。,,0.9,0.5324787162449096,1
21,最近、会食続きで肝臓がそろそろ限界だから、誰か美味しいノンアルのお店教えて。,,0.05,0.37430322096003243,0
22,この時計、高かった割に時間見づらいし、結局スマホで確認しちゃう。,,0.45,0.4474970149524284,1
23,学生時代の友達と金銭感覚が合わなくなってきたの、ちょっと寂しいな。,,0.35,0.42885074075095553,0
24,タワマン、エレベーター待つ時間が長すぎて朝の数分がマジで無駄。,,0.45,0.4474970149524284,1
25,オーダーメイドのスーツ、体型変わったら着れなくなるって考えるとプレッシャー半端ない。,,0.85,0.5230391029200473,1
26,海外旅行から帰ってくると日本の飯が美味すぎて感動するけど、時差ボケだけは本当にしんどい。,,0.15,0.39220643224691737,0
27,確定申告の時期、税金の額に毎年ビビるし、もう税理士さんなしじゃ無理だわ。,,0.85,0.5230391029200473,1
28,コンシェルジュさんに色々頼みすぎて、もはや執事みたいになってて申し訳ない。,,0.05,0.37430322096003243,0
29,友達を車で迎えに行ったら「え、これいくらしたん？」って聞かれるの、なんか気まずいからやめてほしい。,,0.6,0.47572909979613437,1
30,有名な経営者の人と飲んでたんだけど、話が壮大すぎて自分の小ささを思い知らされた。,,0.55,0.466292131431839,1
31,家が広すぎてルンバ3台稼働させてるのに全然終わらないの、どうにかならないかな。,,0.05,0.37430322096003243,0
32,タワマン高層階、景色はいいけど風強すぎて窓開けられないのが唯一の欠点だわ。,,0.05,0.37430322096003243,0
33,最近何食べても感動しなくなってきたんだけど、舌が肥えるのも考えものだね。,,0.25,0.4104042913770243,0
34,欲しいって言っただけなのに、担当さんから「確保しときました」って連絡くるから断りづらいんだよな。,,0.75,0.5041171683354476,1
35,時計買いすぎてウォッチケースに収まらなくなってきたから、もう一本買う前にケース探さないと。,,0.05,0.37430322096003243,0
36,国内移動でファーストクラスないの地味にストレスだから、早く全路線に導入してほしい。,,0.15,0.39220643224691737,0
37,空港ラウンジのはしご、楽しいけど搭乗前に食べすぎちゃうから自制心鍛えたい。,,0.05,0.37430322096003243,0
38,旅行先でホテル探すの面倒だから、いっそ各地に別荘買った方が早い気がしてきた。,,0.05,0.37430322096003243,0
39,後輩へのプレゼント、何あげても気を遣わせちゃうから、ちょうどいい値段の物を見つけるのが一番難しい。,,0.4,0.4381520403229572,0
40,今月も資産運用うまくいきすぎて、税金のこと考えるとちょっと頭痛くなる。,,0.2,0.40127134061537284,0
41,飲み会で毎回「おごるよ」って言わないと場が収まらない雰囲気、そろそろやめてほしいんだけど。,,0.85,0.5230391029200473,1
42,クレカのポイントだけでビジネスクラス乗れるのバグでしょって友達に言われたけど、みんなそうじゃないの？,,0.75,0.5041171683354476,1
43,家に置き配頼んだら、コンシェルジュが毎回部屋まで届けてくれるから申し訳なさでいっぱいになる。,,0.15,0.39220643224691737,0
44,また海外で買った服、日本の気候に合わなくて一回も着てないのどうしよう。,,0.35,0.42885074075095553,0
45,趣味で始めたワインセラーがもう満杯で、これ以上コレクション増やせないのが最近の悩み。,,0.02,0.36899621916554903,0
46,最近、移動は全部タクシーにしてるせいで、たまに電車乗ると切符の買い方すら忘れてて焦る。,,0.2,0.40127134061537284,0
47,後輩にご飯奢る時、つい一番高いコース頼んじゃうから、毎回会計でちょっと引かれてる気がする。,,0.2,0.40127134061537284,0
48,欲しい服は色違いで全部買うようにしてたら、クローゼットが同じデザインの服だらけになっちゃった。,,0.08,0.37964062783844554,0
49,親からの仕送りが多すぎて使い切れず、毎月投資に回してるって言ったら友達に変な顔された。,,0.85,0.5230391029200473,1
50,ハイブランドの担当さんから頻繁に連絡が来るの、断るのが申し訳なくて正直ちょっと面倒くさい。,,0.4,0.4381520403229572,0
51,タワマンの上層階って、エレベーター待つ時間長すぎて普通に不便なんだよな。,,0.25,0.4104042913770243,0
52,奨学金の話になると全然共感できなくて、いつもどういう反応すればいいか分からなくなる。,,0.55,0.466292131431839,1
53,飲み会の会計で万札しかなくて「細かいのない？」って聞かれるたびに、申し訳ない気持ちになる。,,0.55,0.466292131431839,1
54,年に数回しか行かない別荘の管理費が高すぎて、親にそろそろ売ればって言われてるけど悩む。,,0.75,0.5041171683354476,1
55,マイルが失効しそうなくらい貯まってるから、無理やりにでも海外旅行の予定を立てなきゃいけない。,,0.15,0.39220643224691737,0
56,「バイトしてないの？」ってよく聞かれるけど、正直なところ時間をお金に変える感覚がよく分からない。,,0.65,0.48518343272112424,1
57,海外旅行が趣味だけど、お土産買いすぎて毎回帰りの荷物が重量オーバーしないかヒヤヒヤする。,,0.4,0.4381520403229572,0
58,何も考えずにカード使ってたら、請求額が新卒の月収くらいになっててさすがに自分でも引いた。,,0.88,0.5287052798521623,1
59,友達に「お金に困ってないから悩みもなくていいね」って言われるけど、それはそれで結構プレッシャーなんだよね。,,0.5,0.45687922639999085,1
60,家に置いてある高級時計、自分では全然使わないからフリマアプリで売ろうか真剣に悩んでる。,,0.05,0.37430322096003243,0
61,タワマンの高層階、景色はいいけどUberの配達員さんが毎回迷うの申し訳ないな。,,0.05,0.37430322096003243,0
62,マイルが失効しそうだからって無理やりビジネスクラスで旅行するの、なんか本末転倒な気がしてきた。,,0.15,0.39220643224691737,0
63,後輩にご馳走しようとしたら店のメニュー見て固まってて、完全に店選びミスったわ、ごめん。,,0.15,0.39220643224691737,0
64,税理士さんからの連絡が頻繁すぎて、もはや友達より話してるかもしれない。,,0.55,0.466292131431839,1
65,欲しいと思った服がだいたい海外にしかなかったりして、送料とか関税とか考えるの面倒くさい。,,0.4,0.4381520403229572,0
66,毎月いくら使ったか把握するために家計簿アプリ入れてみたけど、入力項目が多すぎて3日でやめた。,,0.15,0.39220643224691737,0
67,親孝行で海外旅行プレゼントしたのに「時差ボケが辛い」って言われて、良かれと思ったことが裏目に出るの悲しい。,,0.7,0.4946483818265245,1
68,家の掃除、業者さんに頼んでるけど、結局どこまでやってもらうか指示出すのが手間で自分でやった方が早い。,,0.4,0.4381520403229572,0
69,せっかくの週末なのにゴルフの誘いばっかりで、たまには家でゴロゴロしたい。,,0.25,0.4104042913770243,0
70,不労所得だけで生活できるのって最高だけど、逆に社会との繋がりが希薄になるのが最近の悩み。,,0.35,0.42885074075095553,0
71,腕時計好きだけど、TPOに合わせて毎日選ぶのが地味に大変になってきた。,,0.08,0.37964062783844554,0
72,コンビニ感覚でふらっと高級寿司屋のカウンター入ったら、隣の席が取引先の人で気まずすぎた。,,0.65,0.48518343272112424,1
73,「なんでそんなに海外詳しいの？」って聞かれるけど、ただ出張が多いだけなんだよなあ。,,0.35,0.42885074075095553,0
74,クレカのポイントが勝手に貯まるから使ってるだけなのに、ポイント交換するのすら面倒で放置しがち。,,0.15,0.39220643224691737,0
75,予約困難店のキャンセル待ちが運良く回ってきたけど、こういう時に限って会食の予定が入ってるの、本当についてない。,,0.55,0.466292131431839,1
76,家が広すぎてWi-Fiルーター3台置いてるのに、まだ電波届かない部屋があるの普通に不便。,,0.1,0.3832152349924345,0
